img	caption	sentence
42918-4ceilin1.jpg	a painting of a woman standing next to a statue	a painting of a woman stand next to a statue
42410-taking.jpg	a couple of boats that are sitting in the water	a couple of boats that are sit in the water
24919-lawrenc3.jpg	a group of men standing next to each other	a group of men stand next to each other
14567-10macbet.jpg	a black and white photo of a man and a woman	a black and white photo of a man and a woman
23099-7stigma.jpg	a statue of a man sitting on top of a stone wall	a statue of a man sit on top of a stone wall
25191-crucifix.jpg	a group of people standing next to a painting	a group of people stand next to a painting
17955-zestuary.jpg	a group of boats floating on top of a body of water	a group of boats float on top of a body of water
35578-23gevart.jpg	a man in a white shirt and tie sitting next to a man	a man in a white shirt and tie sit next to a man
30794-garden.jpg	a group of people sitting on top of a stone wall	a group of people sit on top of a stone wall
21214-richter2.jpg	a close up of a person wearing a tie	a close up of a person wear a tie
00809-altar_sm.jpg	a large group of people standing in front of a building	a large group of people stand in front of a building
07832-2sermon.jpg	a large group of people standing in front of a building	a large group of people stand in front of a building
17716-203goya.jpg	a group of people standing around a table	a group of people stand around a table
30729-girl_kit.jpg	a little girl sitting next to a cat	a little girl sit next to a cat
02790-stillif4.jpg	a pile of carrots sitting on top of a table	a pile of carrots sit on top of a table
41162-x_magi.jpg	a group of people standing next to a building	a group of people stand next to a building
13330-26barbar.jpg	an old photo of a man sitting on a stone wall	an old photo of a man sit on a stone wall
31073-3anton03.jpg	a statue of a man sitting on top of a couch	a statue of a man sit on top of a couch
43822-riverlan.jpg	a man standing on top of a lush green field	a man stand on top of a lush green field
16056-legend.jpg	a close up of a wall with a sign	a close up of a wall with a sign
37704-concert.jpg	a group of people sitting around a table	a group of people sit around a table
22698-22leave.jpg	a statue of a building with statues and statues	a statue of a building with statues and statues
36459-jerome.jpg	a man is sitting on a bench in the water	a man is sit on a bench in the water
32106-labrador.jpg	a group of people standing on a beach	a group of people stand on a beach
30877-apollo_m.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
38235-baptist1.jpg	a woman with a tie and a tie	a woman with a tie and a tie
43999-00beaun1.jpg	a wall with a painting on the wall	a wall with a painting on the wall
39003-19labia1.jpg	a large painting of a man flying a bird	a large painting of a man fly a bird
39534-conradin.jpg	a group of people standing around each other	a group of people stand around each other
42829-04lattu1.jpg	a group of people standing next to each other	a group of people stand next to each other
26157-39dipty.jpg	a group of people standing around each other	a group of people stand around each other
09673-2venere3.jpg	a group of people are in front of a wall	a group of people are in front of a wall
17930-beach_sc.jpg	a group of people standing around a horse drawn carriage	a group of people stand around a horse drawn carriage
40061-3messal3.jpg	a statue of a man standing next to a woman	a statue of a man stand next to a woman
04488-sti_life.jpg	a table that has some food on it	a table that has some food on it
24633-virgin5.jpg	a woman sitting on a couch next to a baby	a woman sit on a couch next to a baby
26626-3ceil_ho.jpg	a room filled with lots of colorful decorations	a room filled with lots of colorful decorations
03616-8annunci.jpg	a woman standing next to a woman in a room	a woman stand next to a woman in a room
07321-venice.jpg	a group of people standing next to a large body of water	a group of people stand next to a large body of water
00781-3predel4.jpg	a painting of a woman standing next to a building	a painting of a woman stand next to a building
17203-olive05.jpg	a tree covered in lots of green plants	a tree covered in lots of green plants
21283-cyrusann.jpg	a couple of women standing next to each other	a couple of women stand next to each other
34691-grif_07.jpg	a statue of a woman sitting on a statue	a statue of a woman sit on a statue
44765-nolasco1.jpg	a man and a woman sitting next to each other	a man and a woman sit next to each other
32135-fourbulm.jpg	a herd of cattle standing on top of a dirt field	a herd of cattle stand on top of a dirt field
29938-drinker.jpg	a man sitting in a chair in a room	a man sit in a chair in a room
41699-11ildefo.jpg	a group of people standing around a building	a group of people stand around a building
29640-landscap.jpg	a large group of cows and a group of people	a large group of cows and a group of people
18986-11guilla.jpg	there is a large rock in the middle of the water	there is a large rock in the middle of the water
09246-sagradaf.jpg	a group of people standing around a building	a group of people stand around a building
38907-00bagli5.jpg	there is a large white building with a clock on it	there is a large white building with a clock on it
35516-48mythol.jpg	a woman and a dog are playing with a dog	a woman and a dog are play with a dog
03174-stillife.jpg	a wooden table topped with bowls of food	a wooden table topped with bowls of food
24557-annuncia.jpg	a painting of a man standing next to a building	a painting of a man stand next to a building
22778-1market.jpg	a large crowd of people standing next to each other	a large crowd of people stand next to each other
20778-bust_man.jpg	a man in a black shirt and a black shirt	a man in a black shirt and a black shirt
03516-roberts.jpg	a man standing in a room with a statue	a man stand in a room with a statue
36656-feast.jpg	a group of people standing next to each other	a group of people stand next to each other
03337-prophet.jpg	a man sitting on a chair reading a book	a man sit on a chair reading a book
37534-scene03.jpg	a group of people standing around a building	a group of people stand around a building
18341-1408grec.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
40035-cabare01.jpg	a group of people sitting around a wooden ramp	a group of people sit around a wooden ramp
18335-1402grec.jpg	a group of people standing next to a group of horses	a group of people stand next to a group of horses
04255-port_boy.jpg	a close up of a person on a couch	a close up of a person on a couch
40879-03gudulf.jpg	a group of women standing next to each other	a group of women stand next to each other
24926-annunci.jpg	a couple of women standing next to each other	a couple of women stand next to each other
03283-panel2.jpg	a group of people standing next to a statue	a group of people stand next to a statue
30736-port_boy.jpg	a woman is standing in front of a wall	a woman is stand in front of a wall
38354-gonzaga.jpg	a woman standing next to a statue in a room	a woman stand next to a statue in a room
44675-portrait.jpg	a woman sitting on the floor next to a painting	a woman sit on the floor next to a painting
43188-alessio.jpg	a close up of a person holding a sign	a close up of a person hold a sign
00072-lucca3.jpg	a group of people standing next to each other	a group of people stand next to each other
32785-24cowper.jpg	a woman sitting on a couch next to a baby	a woman sit on a couch next to a baby
43742-marengo.jpg	a white horse walking across a sandy beach	a white horse walk across a sandy beach
17125-arles47.jpg	a view of an old abandoned building	a view of an old abandoned building
14978-tahiti24.jpg	a painting of a train covered in graffiti	a painting of a train covered in graffiti
38877-15udine.jpg	a group of people standing next to a statue	a group of people stand next to a statue
44761-defence.jpg	a group of men standing next to each other	a group of men stand next to each other
18534-horsebac.jpg	a group of people riding on the back of a horse	a group of people rid on the back of a horse
05434-07rosega.jpg	a statue of a woman sitting next to a clock	a statue of a woman sit next to a clock
30418-rocca1.jpg	a painting of a group of people and a dog	a painting of a group of people and a dog
00677-sack.jpg	a painting of a man sitting next to a woman	a painting of a man sit next to a woman
34770-5relate6.jpg	a black cow sitting on top of a wooden table	a black cow sit on top of a wooden table
28744-angler.jpg	a woman sitting on a bench next to a woman	a woman sit on a bench next to a woman
14569-alcestis.jpg	a group of people that are standing around	a group of people that are stand around
15951-pieta.jpg	a group of people standing next to a building	a group of people stand next to a building
05872-chiswic2.jpg	a room with a clock on top of it	a room with a clock on top of it
16166-chris21.jpg	a painting of a woman in a dress	a painting of a woman in a dress
43820-musicia2.jpg	a group of people standing next to a group of dogs	a group of people stand next to a group of dogs
12089-drummer.jpg	a young girl is holding a baseball bat	a young girl is hold a baseball bat
31239-montefe7.jpg	a statue of a statue of a statue of a statue	a statue of a statue of a statue of a statue
26356-valckeni.jpg	a group of people standing in front of a building	a group of people stand in front of a building
21284-grisail1.jpg	a man standing in front of a wall	a man stand in front of a wall
07210-canal413.jpg	a large stone building with a clock tower	a large stone building with a clock tower
25349-jerome.jpg	a statue of a man sitting on a bench	a statue of a man sit on a bench
42097-16stephe.jpg	a group of people sitting on a couch	a group of people sit on a couch
08201-portyoun.jpg	a man wearing a hat with a hat on	a man wear a hat with a hat on
11626-landsca5.jpg	a group of people standing around a body of water	a group of people stand around a body of water
20397-massgreg.jpg	a group of people sitting around a building	a group of people sit around a building
22618-02annunc.jpg	a statue of a woman standing next to a statue	a statue of a woman stand next to a statue
35394-05resur.jpg	a group of people standing on top of a wall	a group of people stand on top of a wall
14722-15dudley.jpg	a black and white photo of a woman in a dress	a black and white photo of a woman in a dress
32061-cremona.jpg	a large cathedral with a clock mounted to the ceiling	a large cathedral with a clock mounted to the ceiling
00634-harpies0.jpg	a group of people standing around a statue	a group of people stand around a statue
19695-bedford.jpg	a picture of a woman in a mirror	a picture of a woman in a mirror
37371-moret1.jpg	an old church with a tree in the background	an old church with a tree in the background
04937-palacasi.jpg	a group of people standing next to each other	a group of people stand next to each other
43907-crucifix.jpg	a group of people standing next to each other	a group of people stand next to each other
29618-virgin_c.jpg	a painting of a man standing next to a clock	a painting of a man stand next to a clock
31480-rosso1.jpg	a large clock in the middle of a building	a large clock in the middle of a building
10510-candele4.jpg	a painting of a woman standing next to a wall	a painting of a woman stand next to a wall
04887-aport_ma.jpg	a man wearing a black hat and a black hat	a man wear a black hat and a black hat
17451-selfport.jpg	a man in a black shirt is looking at the camera	a man in a black shirt is look at the camera
37636-meeting.jpg	a group of people standing next to each other	a group of people stand next to each other
05789-sparre.jpg	a woman holding a bag and a bag	a woman hold a bag and a bag
18987-12guilla.jpg	a painting of a painting of a body of water	a painting of a painting of a body of water
02883-ap_franc.jpg	a painting of a painting on a wall	a painting of a painting on a wall
09629-portrait.jpg	a woman sitting on top of a blanket on a beach	a woman sit on top of a blanket on a beach
10433-portlady.jpg	a woman with a tie and a tie	a woman with a tie and a tie
35725-woodland.jpg	a field with trees and trees in the background	a field with trees and trees in the background
15937-nude.jpg	a rock wall with a stone wall and a stone wall	a rock wall with a stone wall and a stone wall
34687-grif_03.jpg	a couple of people standing next to each other	a couple of people stand next to each other
41347-070cruci.jpg	a painting of a woman standing next to a painting	a painting of a woman stand next to a painting
35383-16religi.jpg	a group of people sitting next to each other	a group of people sit next to each other
21365-clio.jpg	a couple of women laying on top of a bed	a couple of women lay on top of a bed
05546-03youngw.jpg	a close up of a person wearing a hat	a close up of a person wear a hat
42116-01arezz6.jpg	a large statue with a statue on it	a large statue with a statue on it
41510-cosimo1.jpg	a man wearing a suit and tie with a hat on	a man wear a suit and tie with a hat on
09884-courb222.jpg	a man in a suit and tie standing in front of a window	a man in a suit and tie standing in front of a window
28445-hillylan.jpg	a large building with a building in the background	a large building with a building in the background
04457-cook.jpg	a young boy sitting on a chair holding a basket	a young boy sit on a chair holding a basket
15094-bones.jpg	a crowd of people standing around a building	a crowd of people stand around a building
44068-1gros2.jpg	a man in a black shirt and a black hat	a man in a black shirt and a black hat
42428-cavalier.jpg	a black and white photo of a woman in a dress	a black and white photo of a woman in a dress
05991-castele.jpg	a man and a woman sitting next to each other	a man and a woman sit next to each other
21241-alexande.jpg	a person riding a horse on a dirt road	a person rid a horse on a dirt road
23525-demoliti.jpg	a large cathedral with a large building and horses	a large cathedral with a large building and horses
41941-massacre.jpg	a group of people standing around a small village	a group of people stand around a small village
43275-concert.jpg	a large building with people standing around it	a large building with people stand around it
39883-fishsell.jpg	a couple of people standing next to each other	a couple of people stand next to each other
08309-sebastia.jpg	a group of people standing next to each other	a group of people stand next to each other
24032-0sposi1.jpg	a large building with people standing around it	a large building with people stand around it
02723-assumar.jpg	a close up of a vase on a wall	a close up of a vase on a wall
39948-2oldtesx.jpg	a painting of a woman standing next to a painting	a painting of a woman stand next to a painting
38884-main01.jpg	a large white building with a painting on the wall	a large white building with a painting on the wall
17467-1altar1.jpg	an old photo of a man sitting on the ground	an old photo of a man sit on the ground
21653-alexand.jpg	a group of people riding on the backs of horses	a group of people rid on the backs of horses
43599-031virtu.jpg	a woman is standing on the floor with a umbrella	a woman is stand on the floor with a umbrella
10308-04luthe1.jpg	a woman wearing a hat and a hat	a woman wear a hat and a hat
19907-05edward.jpg	a small child wearing a red hat with a sign	a small child wear a red hat with a sign
18897-semirami.jpg	a couple of women standing next to each other	a couple of women stand next to each other
43124-lepanto.jpg	a picture of a building in the distance	a picture of a building in the distance
42283-0701velb.jpg	a man wearing a black jacket with a tie	a man wear a black jacket with a tie
44530-federi08.jpg	a painting of a man sitting next to a woman	a painting of a man sit next to a woman
04117-l_evenin.jpg	a herd of animals walking across a river	a herd of animals walk across a river
14924-3ponta06.jpg	a woman standing in front of a wall	a woman stand in front of a wall
10501-birds.jpg	a group of birds standing next to each other	a group of birds stand next to each other
24610-moneylen.jpg	a couple of men sitting on top of a table	a couple of men sit on top of a table
44342-bayhunte.jpg	a statue of a man standing next to a horse	a statue of a man stand next to a horse
17547-05portra.jpg	a man wearing a hat and a black hat	a man wear a hat and a black hat
34629-capricci.jpg	a statue of a man riding on the back of a horse	a statue of a man rid on the back of a horse
07310-polyptyc.jpg	a large group of people standing next to each other	a large group of people stand next to each other
16400-joachi5.jpg	a painting of a man and a woman flying a bird	a painting of a man and a woman fly a bird
05563-22predel.jpg	a statue of a man sitting on top of a table	a statue of a man sit on top of a table
36093-camillu1.jpg	a large group of horses in a museum	a large group of horses in a museum
14542-st_john.jpg	a woman sitting on a table in the dark	a woman sit on a table in the dark
27077-mealoyst.jpg	a couple of women standing next to each other	a couple of women stand next to each other
16070-joachi1.jpg	a group of people standing next to each other	a group of people stand next to each other
17278-selfpo05.jpg	a man wearing a hat and a hat	a man wear a hat and a hat
36657-madonna.jpg	a man sitting on a table next to a man	a man sit on a table next to a man
43024-madonna.jpg	a man and woman sitting on a bench	a man and woman sit on a bench
34317-maruce17.jpg	a group of people playing in a circus	a group of people play in a circus
44760-christ_x.jpg	a statue of a man jumping in the air	a statue of a man jump in the air
28666-1london4.jpg	a picture of a waterfall in the ocean	a picture of a waterfall in the ocean
06259-03eleono.jpg	a group of people sitting on top of a bed	a group of people sit on top of a bed
34092-4renoi09.jpg	a picture of a house in the woods	a picture of a house in the woods
32932-3vision.jpg	a group of people standing in front of a building	a group of people stand in front of a building
32549-panel1.jpg	a man standing in front of a painting of a woman	a man stand in front of a painting of a woman
43179-self_por.jpg	a woman in a black jacket and a hat	a woman in a black jacket and a hat
07879-landscap.jpg	a herd of animals walking down a street	a herd of animals walk down a street
12481-09dresd1.jpg	a statue of a man holding a guitar	a statue of a man hold a guitar
44289-rome.jpg	a large body of water with many boats in it	a large body of water with many boats in it
08410-p_friar.jpg	a man in a brown jacket holding a tie	a man in a brown jacket hold a tie
11693-3adorati.jpg	a group of people standing next to horses	a group of people stand next to horses
32760-04oddi.jpg	a group of people standing around a statue	a group of people stand around a statue
10337-1couple3.jpg	a man with a hat and a hat on	a man with a hat and a hat on
32766-04oddi2.jpg	a group of people standing around a building	a group of people stand around a building
20040-032mocki.jpg	a black and white photo of a man and a woman	a black and white photo of a man and a woman
13804-platonic.jpg	a group of statues and statues in a museum	a group of statues and statues in a museum
17459-carlyle.jpg	a man with a beard and a beard	a man with a beard and a beard
24429-chapel_l.jpg	a group of people standing in front of a building	a group of people stand in front of a building
17782-601goya.jpg	a statue of a man sitting next to a wall	a statue of a man sit next to a wall
34326-3giustin.jpg	a painting of a <unk> on the side of a building	a painting of a < unk > on the side of a building
18179-p_woman.jpg	a man is sitting in front of a mirror	a man is sit in front of a mirror
08277-portrait.jpg	a man sitting on a chair in a room	a man sit on a chair in a room
25855-05mednya.jpg	a body of water next to a body of water	a body of water next to a body of water
40439-virgin1.jpg	a statue of a woman standing next to a statue	a statue of a woman stand next to a statue
19431-banquet.jpg	a display of fruits and vegetables on a table	a display of fruits and vegetables on a table
32127-cattlepa.jpg	a man riding on the back of a herd of cattle	a man rid on the back of a herd of cattle
13637-14ferenc.jpg	a table with a table and a table with an umbrella	a table with a table and a table with an umbrella
22156-courtyar.jpg	a group of people standing in front of a building	a group of people stand in front of a building
12052-physicia.jpg	a woman taking a picture of herself in a mirror	a woman take a picture of herself in a mirror
06261-05eleono.jpg	a group of people sitting in a room	a group of people sit in a room
03418-09hounds.jpg	a close up of a dog laying on a bed	a close up of a dog lay on a bed
15516-shepher.jpg	a group of people standing next to each other	a group of people stand next to each other
22954-21tickle.jpg	a couple of women sitting on top of a couch	a couple of women sit on top of a couch
22751-countess.jpg	a woman in a dress and a dog	a woman in a dress and a dog
03686-ludwig10.jpg	a man wearing a hat and a hat	a man wear a hat and a hat
27102-militiam.jpg	a man in a suit is holding a bag	a man in a suit is hold a bag
21497-certosa1.jpg	an old building with a clock on the wall	an old building with a clock on the wall
38871-09udine.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
05689-revealin.jpg	a group of people that are in a room	a group of people that are in a room
43191-sisera.jpg	a woman in a red dress holding a camera	a woman in a red dress hold a camera
05278-5parhell.jpg	a painting of a woman standing next to a statue	a painting of a woman stand next to a statue
36421-earhly.jpg	a couple of men and a dog in a forest	a couple of men and a dog in a forest
05646-allegor2.jpg	a couple of kids that are sitting in a pool	a couple of kids that are sit in a pool
32767-04oddi3.jpg	a group of people standing next to each other	a group of people stand next to each other
44200-narni.jpg	a couple of people standing next to a tree	a couple of people stand next to a tree
18426-2107grec.jpg	a group of people standing next to each other	a group of people stand next to each other
02988-potiphar.jpg	a couple of men sitting on a couch	a couple of men sit on a couch
13151-kanzler.jpg	a close up of a person wearing a hat	a close up of a person wear a hat
26544-07_0bay7.jpg	a painting of a man in a room	a painting of a man in a room
12371-allegory.jpg	a woman in a bikini holding a wine glass	a woman in a bikini hold a wine glass
05742-selfpor2.jpg	a woman in a white dress and a white dress	a woman in a white dress and a white dress
31970-09portra.jpg	a person sitting on a chair with a dog	a person sit on a chair with a dog
17079-orchar00.jpg	a painting of a vase with flowers in it	a painting of a vase with flowers in it
30682-basket.jpg	a bunch of flowers in a basket	a bunch of flowers in a basket
41417-21month1.jpg	a building with a painting on the wall	a building with a painting on the wall
13679-retable.jpg	a large clock mounted to the side of a building	a large clock mounted to the side of a building
41411-18chape1.jpg	a painting of a man standing next to a statue	a painting of a man stand next to a statue
04546-virgin_c.jpg	a large statue of a woman in a costume	a large statue of a woman in a costume
05397-studio2.jpg	a group of people standing around a room	a group of people stand around a room
43498-eruption.jpg	a group of people standing on top of a body of water	a group of people stand on top of a body of water
38082-mediport.jpg	a group of people in boats in the water	a group of people in boats in the water
00893-20east.jpg	a group of people standing next to each other	a group of people stand next to each other
09443-francis.jpg	a wall with a bunch of people in it	a wall with a bunch of people in it
42625-28astro0.jpg	a woman sitting at a table in a room	a woman sit at a table in a room
44609-caldogn2.jpg	a room with a painting on the wall	a room with a painting on the wall
18582-04mock.jpg	a group of people sitting on a bench	a group of people sit on a bench
03077-1illasi4.jpg	a large painting of people on a ledge	a large painting of people on a ledge
15640-gentlema.jpg	a statue of a man holding an umbrella	a statue of a man hold an umbrella
25929-angel1.jpg	a close up of a person with a blanket	a close up of a person with a blanket
24828-adorati.jpg	a group of people standing next to each other	a group of people stand next to each other
26349-player.jpg	a woman holding a pair of scissors next to a woman	a woman hold a pair of scissors next to a woman
10133-13religi.jpg	a group of people standing on top of a stage	a group of people stand on top of a stage
43182-vonfries.jpg	a man is taking a picture of himself	a man is take a picture of himself
43400-formosa1.jpg	a man in a red robe standing next to a woman	a man in a red robe stand next to a woman
25287-08vac.jpg	a painting of a woman standing next to a statue	a painting of a woman stand next to a statue
19753-roaddyke.jpg	a herd of cattle walking down a dirt road	a herd of cattle walk down a dirt road
08291-polyptyc.jpg	a clock that is on top of a wall	a clock that is on top of a wall
19252-helen.jpg	a group of people standing in front of a statue	a group of people stand in front of a statue
06951-bombardm.jpg	a view of a city at night time	a view of a city at night time
18539-3seasons.jpg	a group of people walking a dog on a beach	a group of people walk a dog on a beach
18719-guard099.jpg	a group of people standing around a building	a group of people stand around a building
41094-03head.jpg	a statue of a man with a mask on his head	a statue of a man with a mask on his head
21537-virginch.jpg	a woman sitting on a chair with a baby	a woman sit on a chair with a baby
30975-augustin.jpg	a woman sitting on a bed with a dog	a woman sit on a bed with a dog
11523-crypt2.jpg	a statue of a man sitting on a stone wall	a statue of a man sit on a stone wall
00417-4saints1.jpg	a group of people standing in front of a building	a group of people stand in front of a building
18755-guard297.jpg	a large building with a clock on it	a large building with a clock on it
39284-6cassia3.jpg	a black and white photo of people in a room	a black and white photo of people in a room
41508-caldogn2.jpg	a group of people standing in front of a tree	a group of people stand in front of a tree
00206-venus1.jpg	a group of people in a room playing a game	a group of people in a room play a game
13278-willem2.jpg	a group of people standing in front of a building	a group of people stand in front of a building
44264-protestb.jpg	a group of people standing in front of a building	a group of people stand in front of a building
16860-1dome1.jpg	a large clock mounted to the side of a building	a large clock mounted to the side of a building
26678-00_5bn2.jpg	a couple of animals that are laying in a room	a couple of animals that are lay in a room
32807-36lamuta.jpg	a woman in a red dress is sitting on a couch	a woman in a red dress is sit on a couch
39607-33luke.jpg	a man with his head in a mirror	a man with his head in a mirror
12478-07virgin.jpg	a woman sitting in a chair next to a baby	a woman sit in a chair next to a baby
24060-2sposi10.jpg	a picture of a man holding a baby	a picture of a man hold a baby
29294-303muril.jpg	a woman and a dog are sitting on a bench	a woman and a dog are sit on a bench
08763-lyingin2.jpg	a group of people sitting on top of a couch	a group of people sit on top of a couch
18245-0606grec.jpg	a woman wearing a red and white dress shirt and tie	a woman wear a red and white dress shirt and tie
36812-martyrdo.jpg	a group of men standing next to each other	a group of men stand next to each other
13616-2fenyes.jpg	a man sitting on the ground next to a fire hydrant	a man sit on the ground next to a fire hydrant
23166-05monaco.jpg	a painting of a woman sitting next to a painting	a painting of a woman sit next to a painting
42440-whatwont.jpg	a brown and white dog standing next to a building	a brown and white dog stand next to a building
00588-08lasts1.jpg	a group of people sitting in front of a building	a group of people sit in front of a building
43209-martyrdo.jpg	a painting of a woman and a dog	a painting of a woman and a dog
21127-shipwrec.jpg	a group of people riding on the back of a boat	a group of people rid on the back of a boat
20899-stillie.jpg	a couple of animals that are laying down	a couple of animals that are lay down
09297-vanitas3.jpg	a table topped with books and a book	a table topped with books and a book
28910-virgin_c.jpg	a woman holding a baby in her arms	a woman hold a baby in her arms
10932-adorati0.jpg	a group of people sitting on a boat	a group of people sit on a boat
20646-aranjuez.jpg	a large group of people and horses on a beach	a large group of people and horses on a beach
20487-crucifix.jpg	a statue of a man standing next to a wall	a statue of a man stand next to a wall
29991-huntstag.jpg	a couple of animals that are in the grass	a couple of animals that are in the grass
14225-mad_chil.jpg	a couple of women standing next to each other	a couple of women stand next to each other
09707-11stonin.jpg	a group of people standing around a statue	a group of people stand around a statue
19354-maryscot.jpg	a group of people sitting on top of a bed	a group of people sit on top of a bed
09100-calvary.jpg	a large group of people sitting next to each other	a large group of people sit next to each other
19796-marriage.jpg	a group of people sitting in a room	a group of people sit in a room
23925-coastal.jpg	a group of people standing on top of a sandy beach	a group of people stand on top of a sandy beach
44056-7sforza1.jpg	a group of people standing in front of a painting	a group of people stand in front of a painting
07609-63sleepi.jpg	a man laying on a bed next to a man	a man lay on a bed next to a man
14464-310fried.jpg	a couple of people standing next to a tree	a couple of people stand next to a tree
14513-lazarus.jpg	a group of people standing next to each other	a group of people stand next to each other
06197-sl_nymph.jpg	a man laying in bed next to a man	a man lay in bed next to a man
22158-young_dr.jpg	a man sitting on a bench with a pair of scissors	a man sit on a bench with a pair of scissors
43257-michelan.jpg	a group of people standing next to each other	a group of people stand next to each other
14174-06happy.jpg	a woman sitting on a couch in a room	a woman sit on a couch in a room
17004-nuenen19.jpg	a black and white photo of a man in a black jacket	a black and white photo of a man in a black jacket
33546-67portra.jpg	a woman in a dress holding a piece of food	a woman in a dress hold a piece of food
19445-stillbre.jpg	a bunch of food sitting on top of a table	a bunch of food sit on top of a table
36082-1view3.jpg	a room that has a painting on it	a room that has a painting on it
11705-berzseny.jpg	a woman wearing a tie and a tie	a woman wear a tie and a tie
03306-predell3.jpg	a group of women standing next to each other	a group of women stand next to each other
33658-05misc.jpg	a black and white photo of a person sitting in a church	a black and white photo of a person sit in a church
05371-bouquet1.jpg	a vase of flowers sitting on a shelf	a vase of flowers sit on a shelf
35741-waterfax.jpg	a mountain range with a mountain in the background	a mountain range with a mountain in the background
41313-021cruci.jpg	a painting of a man standing next to a red wall	a painting of a man stand next to a red wall
29897-ferry.jpg	a group of people on a boat in the water	a group of people on a boat in the water
34444-neptune.jpg	a statue of two people standing next to each other	a statue of two people stand next to each other
32858-parnas.jpg	a group of people standing next to each other	a group of people stand next to each other
16818-1troia2.jpg	a living room with a painting on the wall	a living room with a painting on the wall
08487-02early.jpg	a statue of a man holding a baseball glove	a statue of a man hold a baseball glove
40020-brothe03.jpg	a man is standing next to a man	a man is stand next to a man
39632-4magdale.jpg	a woman holding a cigarette in her hand	a woman hold a cigarette in her hand
29777-virgin_c.jpg	a group of people sitting on top of a boat	a group of people sit on top of a boat
30730-huquier.jpg	a woman in a brown shirt and white shirt	a woman in a brown shirt and white shirt
36438-latona.jpg	a large body of water next to a river	a large body of water next to a river
18488-selfporx.jpg	a woman wearing a blue shirt and blue tie	a woman wear a blue shirt and blue tie
15994-lazarus.jpg	a group of people standing next to each other	a group of people stand next to each other
11390-kitchen.jpg	a wooden table topped with pots and pans	a wooden table topped with pots and pans
22215-madonna.jpg	a group of people sitting on a couch	a group of people sit on a couch
41103-05tripti.jpg	a group of people sitting next to each other	a group of people sit next to each other
13318-18annunc.jpg	a man standing in front of a building	a man stand in front of a building
25212-crucifix.jpg	a group of people riding horses in a parade	a group of people rid horses in a parade
32318-16autumn.jpg	a group of people standing next to a forest	a group of people stand next to a forest
31699-paris081.jpg	a group of people standing in front of a building	a group of people stand in front of a building
11526-italiana.jpg	a herd of cattle laying on top of a grass covered field	a herd of cattle lay on top of a grass covered field
04749-moses.jpg	a group of people that are sitting on a couch	a group of people that are sit on a couch
44565-10monza.jpg	a statue of a man standing in front of a building	a statue of a man stand in front of a building
39015-1hall3.jpg	a large clock that is in a room	a large clock that is in a room
08420-figures.jpg	a group of people sitting around a tree	a group of people sit around a tree
30013-flora.jpg	a woman in blue shirt sitting on a tree	a woman in blue shirt sit on a tree
18742-guard207.jpg	a river filled with lots of small boats	a river filled with lots of small boats
23344-08madon.jpg	a group of people that are sitting on a couch	a group of people that are sit on a couch
35357-stillif2.jpg	a plate of fruit and vegetables on a table	a plate of fruit and vegetables on a table
09510-fall_tit.jpg	a group of men standing next to each other	a group of men stand next to each other
36954-models4.jpg	a brown and white horse standing in front of a wall	a brown and white horse stand in front of a wall
11470-stillifg.jpg	a couple of animals that are standing next to each other	a couple of animals that are stand next to each other
21530-v_genoa.jpg	a scenic view of the mountains in the distance	a scenic view of the mountains in the distance
19425-stillflo.jpg	a tree filled with lots of red flowers	a tree filled with lots of red flowers
43075-terni.jpg	a group of people walking along a rocky cliff	a group of people walk along a rocky cliff
10608-piping.jpg	a man and a dog are sitting on a rock	a man and a dog are sit on a rock
12282-verso21.jpg	a group of people standing next to each other	a group of people stand next to each other
33403-04passio.jpg	an image of a person with a large object	an image of a person with a large object
12199-maest_01.jpg	a picture of a painting on the wall	a picture of a painting on the wall
34172-tarleton.jpg	a man sitting on top of a horse next to a woman	a man sit on top of a horse next to a woman
06777-bathsheb.jpg	a woman in a dress sitting on a bench	a woman in a dress sit on a bench
08719-idlehour.jpg	a group of people sitting on top of a lush green hillside	a group of people sit on top of a lush green hillside
33649-08landsc.jpg	a group of people standing around a sandy beach	a group of people stand around a sandy beach
33229-eberhard.jpg	a couple of men standing next to each other	a couple of men stand next to each other
09111-launch.jpg	a bunch of boats that are in the water	a bunch of boats that are in the water
42180-virgin_c.jpg	a large wooden clock with a picture on it	a large wooden clock with a picture on it
09294-vanitas0.jpg	a table that has a bunch of items on it	a table that has a bunch of items on it
29441-oldwoman.jpg	a close up of a person in a dark room	a close up of a person in a dark room
19639-horses3.jpg	a couple of horses standing next to a building	a couple of horses stand next to a building
26522-2entombm.jpg	a group of people standing next to each other	a group of people stand next to each other
12962-carignan.jpg	a statue of a woman and a horse	a statue of a woman and a horse
21414-potocki.jpg	a couple of women standing next to each other	a couple of women stand next to each other
29470-frozen.jpg	a group of people standing around a river	a group of people stand around a river
20367-09ingres.jpg	a shirtless man in his underwear in a room	a shirtless man in his underwear in a room
12110-port_wom.jpg	a woman is holding a pair of scissors	a woman is hold a pair of scissors
37170-casino.jpg	a black and white photo of a building with a church in the background	a black and white photo of a building with a church in the background
